loss,mae,val_loss,val_mae
193.04083251953125,10.379935264587402,148.824951171875,9.144335746765137
158.9110870361328,9.324951171875,145.94247436523438,8.90257453918457
152.88633728027344,9.128401756286621,136.55007934570312,8.566876411437988
147.96644592285156,8.987655639648438,134.03294372558594,8.60540771484375
145.4699249267578,8.904186248779297,129.99302673339844,8.430285453796387
143.98744201660156,8.852638244628906,136.18919372558594,8.635721206665039
142.60403442382812,8.785268783569336,131.7625732421875,8.538378715515137
140.3175811767578,8.752718925476074,131.3662872314453,8.511645317077637
